Emp ID;satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;promotion_last_5years;dept;salary
9561;0.72;0.5;3,00;205,00;3,00;1,00;0,00;sales;low
9560;0.15;0.95;4,00;173,00;5,00;1,00;0,00;sales;low
9559;0.81;0.89;4,00;166,00;2,00;1,00;0,00;sales;low
9558;0.78;0.57;5,00;114,00;4,00;0,00;0,00;sales;low
9557;0.97;0.88;4,00;237,00;4,00;0,00;0,00;sales;low
9556;0.76;0.55;4,00;147,00;3,00;0,00;0,00;sales;low
9555;0.62;0.68;3,00;134,00;2,00;0,00;0,00;sales;medium
9554;0.5;0.65;4,00;266,00;3,00;1,00;0,00;sales;medium
9553;0.69;0.67;4,00;141,00;3,00;0,00;0,00;sales;medium
9552;0.86;0.91;4,00;234,00;3,00;1,00;0,00;sales;medium
9551;0.72;0.59;5,00;138,00;2,00;0,00;0,00;sales;low
9550;0.39;0.39;2,00;131,00;2,00;0,00;0,00;marketing;high
9549;0.61;0.37;4,00;165,00;6,00;0,00;0,00;marketing;medium
9548;0.72;0.73;5,00;167,00;3,00;0,00;0,00;marketing;medium
9547;0.95;0.95;4,00;137,00;4,00;0,00;0,00;management;medium
9546;0.34;0.49;4,00;149,00;3,00;0,00;0,00;technical;medium
9545;0.57;0.82;3,00;149,00;5,00;1,00;0,00;support;medium
9544;0.78;0.61;5,00;260,00;2,00;0,00;0,00;accounting;medium
9543;0.87;0.84;4,00;237,00;3,00;1,00;0,00;sales;medium
9542;0.52;0.69;6,00;138,00;5,00;0,00;0,00;marketing;medium
9541;0.71;0.55;4,00;273,00;3,00;1,00;0,00;RandD;medium
9540;0.97;0.76;3,00;193,00;3,00;0,00;0,00;RandD;medium
9539;0.51;0.57;3,00;162,00;3,00;1,00;0,00;RandD;medium
9538;0.93;0.98;4,00;189,00;3,00;0,00;0,00;RandD;medium
9537;0.28;0.94;6,00;167,00;3,00;1,00;0,00;RandD;low
9536;0.9;0.68;3,00;135,00;3,00;0,00;0,00;RandD;low
9535;0.96;0.5;3,00;217,00;2,00;1,00;0,00;IT;low
9534;0.29;0.85;4,00;211,00;2,00;0,00;0,00;product_mng;low
9533;0.85;0.86;3,00;179,00;3,00;0,00;0,00;product_mng;low
9532;0.89;0.69;4,00;170,00;3,00;0,00;0,00;product_mng;low
9531;0.55;0.55;4,00;257,00;3,00;0,00;0,00;product_mng;low
9530;0.51;0.88;5,00;225,00;2,00;1,00;0,00;IT;low
9529;0.27;0.85;2,00;277,00;6,00;1,00;0,00;IT;low
9528;0.72;0.72;4,00;218,00;4,00;0,00;0,00;IT;low
9527;0.45;0.87;2,00;268,00;4,00;1,00;0,00;IT;low
9526;0.87;0.71;5,00;244,00;2,00;0,00;0,00;IT;low
9525;0.74;0.55;5,00;168,00;4,00;0,00;0,00;management;low
9524;0.83;0.8;5,00;223,00;3,00;0,00;0,00;technical;low
9523;0.52;0.57;3,00;183,00;2,00;0,00;0,00;technical;low
9522;0.8;0.85;5,00;253,00;3,00;1,00;0,00;technical;low
9521;0.54;0.92;4,00;175,00;3,00;0,00;0,00;support;low
9520;0.83;0.51;4,00;199,00;3,00;0,00;0,00;support;low
9519;0.52;0.71;3,00;151,00;3,00;0,00;0,00;support;low
9518;0.95;0.87;3,00;201,00;3,00;0,00;0,00;support;low
9517;0.58;0.97;5,00;265,00;3,00;0,00;0,00;support;low
9516;0.54;0.46;2,00;98,00;4,00;0,00;0,00;support;low
9515;0.9;0.87;3,00;220,00;3,00;0,00;0,00;support;low
9514;0.92;0.54;4,00;217,00;4,00;0,00;0,00;support;low
9513;0.47;0.57;3,00;97,00;4,00;0,00;0,00;support;low
9512;0.5;0.53;3,00;121,00;4,00;0,00;0,00;support;low
9511;0.94;0.77;3,00;201,00;3,00;0,00;0,00;support;low
9510;0.77;0.91;5,00;274,00;3,00;0,00;0,00;technical;low
9509;0.57;0.76;2,00;176,00;3,00;0,00;0,00;technical;low
9508;0.53;0.58;4,00;134,00;2,00;0,00;0,00;technical;low
9507;0.5;0.63;5,00;167,00;2,00;0,00;0,00;technical;low
9506;0.25;0.87;3,00;265,00;4,00;0,00;0,00;technical;low
9505;0.65;0.82;4,00;257,00;3,00;0,00;0,00;technical;low
9504;0.51;0.59;4,00;169,00;3,00;0,00;0,00;technical;low
9503;0.73;0.76;2,00;166,00;3,00;0,00;0,00;technical;low
9502;0.78;0.65;3,00;176,00;2,00;0,00;0,00;technical;low
9501;0.91;0.94;4,00;264,00;4,00;0,00;0,00;technical;low
9500;0.5;0.95;3,00;166,00;4,00;1,00;0,00;technical;low
9499;0.29;0.57;5,00;98,00;5,00;0,00;0,00;hr;medium
9498;0.59;0.43;3,00;171,00;3,00;0,00;0,00;hr;medium
9497;0.25;0.94;6,00;199,00;4,00;0,00;0,00;hr;medium
9496;0.6;0.98;4,00;205,00;4,00;0,00;0,00;hr;medium
9495;0.77;0.51;2,00;254,00;5,00;0,00;0,00;accounting;medium
9494;0.57;0.55;3,00;264,00;2,00;0,00;0,00;accounting;medium
9493;0.44;0.56;3,00;123,00;3,00;0,00;0,00;accounting;medium
9492;0.45;0.42;4,00;140,00;2,00;0,00;0,00;sales;low
9491;0.93;0.87;4,00;257,00;2,00;0,00;0,00;sales;low
9490;0.93;0.89;3,00;262,00;2,00;0,00;0,00;sales;low
9489;0.78;0.96;2,00;174,00;3,00;0,00;0,00;sales;low
9488;0.62;0.78;5,00;250,00;6,00;0,00;0,00;sales;low
9487;0.96;0.66;3,00;155,00;2,00;0,00;0,00;sales;low
9486;0.42;0.86;3,00;160,00;4,00;1,00;0,00;sales;low
9485;0.75;0.49;4,00;246,00;3,00;1,00;0,00;sales;low
9484;0.36;0.78;6,00;151,00;3,00;0,00;0,00;sales;low
9483;0.63;0.88;4,00;260,00;2,00;0,00;0,00;sales;low
9482;0.32;0.65;2,00;183,00;3,00;0,00;0,00;sales;low
9481;0.56;0.68;4,00;159,00;3,00;0,00;0,00;sales;low
9480;0.97;0.86;3,00;257,00;4,00;0,00;0,00;sales;low
9479;0.37;0.72;2,00;163,00;3,00;0,00;0,00;sales;low
9478;0.18;0.48;4,00;176,00;4,00;1,00;0,00;sales;low
9477;0.8;0.84;3,00;251,00;3,00;0,00;0,00;sales;medium
9476;0.98;0.84;3,00;139,00;2,00;0,00;0,00;sales;medium
9475;0.73;0.99;3,00;160,00;3,00;0,00;0,00;sales;medium
9474;0.75;0.53;3,00;154,00;2,00;0,00;0,00;sales;medium
9473;0.86;0.86;3,00;173,00;3,00;0,00;0,00;marketing;low
9472;0.52;0.74;3,00;160,00;2,00;0,00;0,00;marketing;high
9471;0.75;0.59;3,00;242,00;3,00;0,00;0,00;marketing;medium
9470;0.16;0.87;5,00;163,00;3,00;0,00;0,00;management;medium
9469;0.84;0.54;5,00;186,00;2,00;0,00;0,00;technical;medium
9468;0.66;0.56;5,00;202,00;3,00;0,00;0,00;support;medium
9467;0.99;0.7;2,00;182,00;4,00;0,00;0,00;accounting;medium
9466;0.96;0.78;3,00;135,00;3,00;0,00;0,00;sales;medium
9465;0.52;0.99;4,00;253,00;3,00;0,00;0,00;marketing;medium
9464;0.37;0.62;4,00;253,00;2,00;0,00;0,00;marketing;medium
9463;0.9;0.74;3,00;185,00;2,00;0,00;0,00;marketing;medium
9462;0.98;0.91;3,00;264,00;4,00;1,00;0,00;marketing;medium
9461;0.45;0.66;2,00;236,00;3,00;0,00;0,00;marketing;medium
9460;0.65;0.9;3,00;163,00;3,00;1,00;0,00;marketing;medium
9459;0.51;0.89;3,00;230,00;4,00;0,00;0,00;marketing;low
9458;0.75;0.5;4,00;166,00;4,00;0,00;0,00;IT;low
9457;0.53;0.69;4,00;135,00;3,00;0,00;0,00;product_mng;low
9456;0.49;0.88;4,00;270,00;3,00;0,00;0,00;product_mng;low
9455;0.99;0.78;2,00;177,00;4,00;0,00;0,00;product_mng;low
9454;0.56;0.66;3,00;139,00;2,00;0,00;0,00;product_mng;low
9453;0.49;0.95;2,00;181,00;4,00;1,00;0,00;IT;low
9452;0.96;0.58;5,00;178,00;3,00;0,00;0,00;IT;low
9451;0.67;0.71;4,00;178,00;6,00;0,00;0,00;IT;low
9450;0.4;0.59;3,00;111,00;4,00;1,00;0,00;IT;low
9449;0.97;0.91;2,00;112,00;5,00;0,00;0,00;IT;low
9448;0.69;0.83;5,00;225,00;3,00;0,00;0,00;management;low
9447;0.95;0.58;5,00;133,00;3,00;0,00;0,00;technical;low
9446;0.97;0.58;4,00;159,00;3,00;0,00;0,00;technical;low
9445;0.33;0.58;3,00;115,00;3,00;0,00;0,00;technical;low
9444;0.57;0.83;5,00;189,00;3,00;0,00;0,00;support;low
9443;0.99;0.92;4,00;212,00;3,00;0,00;0,00;support;low
9442;0.78;0.9;4,00;238,00;2,00;0,00;0,00;support;low
9441;0.57;0.49;2,00;237,00;2,00;0,00;0,00;support;low
9440;0.54;0.71;2,00;194,00;2,00;0,00;0,00;support;low
9439;0.65;0.85;4,00;233,00;2,00;0,00;0,00;support;low
9438;0.7;0.74;3,00;253,00;4,00;1,00;0,00;support;low
9437;0.69;0.56;5,00;271,00;3,00;0,00;0,00;support;low
9436;0.52;0.8;5,00;209,00;2,00;0,00;0,00;support;low
9435;0.81;0.44;4,00;166,00;4,00;1,00;0,00;support;low
9434;0.49;0.77;3,00;147,00;3,00;0,00;0,00;support;low
9433;0.31;0.38;3,00;173,00;2,00;0,00;0,00;technical;low
9432;0.52;0.61;4,00;163,00;2,00;0,00;0,00;technical;low
9431;0.97;0.9;3,00;255,00;2,00;0,00;0,00;technical;low
9430;0.73;0.56;5,00;239,00;3,00;0,00;0,00;technical;low
9429;0.85;0.83;4,00;219,00;3,00;0,00;0,00;technical;low
9428;0.98;0.54;4,00;178,00;3,00;0,00;0,00;technical;low
9427;0.51;0.58;2,00;218,00;2,00;1,00;0,00;technical;low
9426;0.57;0.99;3,00;100,00;4,00;1,00;0,00;technical;low
9425;0.93;0.52;3,00;181,00;3,00;0,00;0,00;technical;low
9424;0.8;0.51;3,00;159,00;3,00;0,00;0,00;technical;low
9423;0.91;0.53;4,00;212,00;3,00;0,00;0,00;technical;low
9422;0.69;0.75;4,00;249,00;4,00;0,00;0,00;hr;medium
9421;0.5;0.56;3,00;263,00;4,00;0,00;0,00;hr;medium
9420;0.8;0.81;5,00;200,00;3,00;0,00;0,00;hr;low
9419;0.74;0.51;5,00;198,00;3,00;0,00;0,00;hr;low
9418;0.14;0.89;3,00;212,00;6,00;0,00;0,00;accounting;low
9417;0.13;0.62;3,00;264,00;6,00;0,00;0,00;accounting;low
9416;0.25;0.76;6,00;182,00;3,00;0,00;0,00;accounting;low
9415;0.64;0.62;4,00;145,00;3,00;1,00;0,00;sales;low
9414;0.67;0.63;3,00;270,00;5,00;0,00;0,00;sales;low
9413;0.65;0.63;3,00;137,00;3,00;0,00;0,00;sales;high
9412;0.61;0.86;3,00;238,00;2,00;0,00;0,00;sales;low
9411;0.81;0.49;4,00;285,00;4,00;0,00;0,00;sales;low
9410;0.63;0.98;4,00;265,00;3,00;0,00;0,00;sales;low
9409;0.58;0.88;4,00;255,00;3,00;0,00;0,00;sales;high
9408;0.94;0.84;5,00;240,00;3,00;0,00;0,00;sales;low
9407;0.88;0.58;4,00;215,00;2,00;0,00;0,00;sales;low
9406;0.51;0.7;4,00;142,00;4,00;1,00;0,00;sales;low
9405;0.68;0.54;4,00;165,00;4,00;0,00;0,00;sales;high
9404;0.61;0.55;3,00;245,00;3,00;0,00;0,00;sales;medium
9403;0.88;0.66;4,00;275,00;3,00;0,00;0,00;sales;medium
9402;0.83;0.89;4,00;137,00;3,00;0,00;0,00;sales;medium
9401;0.61;0.58;4,00;142,00;4,00;0,00;0,00;sales;medium
9400;0.24;0.39;5,00;158,00;2,00;0,00;0,00;sales;medium
9399;0.92;0.62;3,00;264,00;2,00;0,00;0,00;sales;medium
9398;0.49;0.83;3,00;172,00;2,00;0,00;0,00;sales;medium
9397;0.47;0.39;6,00;215,00;5,00;0,00;0,00;sales;medium
9396;0.73;0.69;6,00;273,00;4,00;1,00;0,00;marketing;medium
9395;0.5;0.84;3,00;150,00;2,00;0,00;0,00;marketing;low
9394;0.96;0.94;3,00;182,00;3,00;0,00;0,00;marketing;high
9393;0.5;0.97;2,00;252,00;4,00;0,00;0,00;management;medium
9392;0.62;0.63;5,00;153,00;6,00;0,00;0,00;technical;medium
9391;0.66;0.57;4,00;220,00;2,00;1,00;0,00;support;medium
9390;0.8;0.86;3,00;226,00;2,00;0,00;0,00;accounting;medium
9389;0.51;0.41;2,00;164,00;4,00;0,00;0,00;sales;medium
9388;0.34;0.69;3,00;155,00;3,00;0,00;0,00;marketing;medium
9387;0.78;0.56;3,00;271,00;4,00;0,00;0,00;marketing;medium
9386;0.23;0.56;5,00;169,00;5,00;0,00;0,00;RandD;medium
9385;0.88;0.66;3,00;178,00;3,00;0,00;0,00;RandD;high
9384;0.41;0.63;5,00;263,00;3,00;0,00;0,00;RandD;medium
9383;0.73;0.74;3,00;221,00;3,00;0,00;0,00;RandD;high
9382;0.55;0.92;3,00;151,00;3,00;0,00;0,00;RandD;medium
9381;0.51;0.73;5,00;241,00;3,00;0,00;0,00;IT;low
9380;0.18;0.85;5,00;192,00;3,00;0,00;0,00;product_mng;high
9379;0.94;0.62;3,00;147,00;3,00;0,00;0,00;product_mng;low
9378;0.79;0.7;3,00;195,00;2,00;0,00;0,00;product_mng;low
9377;0.6;0.91;4,00;185,00;3,00;1,00;0,00;product_mng;low
9376;0.61;0.5;3,00;231,00;3,00;0,00;0,00;IT;high
9375;0.99;0.99;3,00;228,00;4,00;0,00;0,00;IT;low
9374;0.24;0.89;5,00;169,00;4,00;0,00;0,00;IT;low
9373;0.22;0.74;5,00;178,00;5,00;0,00;0,00;IT;low
9372;0.93;0.87;3,00;154,00;3,00;1,00;0,00;IT;low
9371;0.77;0.83;5,00;197,00;4,00;0,00;0,00;management;high
9370;0.77;0.51;4,00;141,00;3,00;1,00;0,00;technical;low
9369;0.32;0.74;3,00;211,00;3,00;0,00;0,00;technical;low
9368;0.24;0.87;4,00;262,00;3,00;0,00;0,00;technical;low
9367;0.49;0.79;5,00;177,00;2,00;0,00;0,00;support;low
9366;0.85;0.59;2,00;264,00;2,00;0,00;0,00;support;low
9365;0.82;0.81;3,00;149,00;3,00;0,00;0,00;support;low
9364;0.77;0.98;2,00;226,00;3,00;0,00;0,00;support;low
9363;0.56;0.49;3,00;208,00;3,00;0,00;0,00;support;low
9362;0.66;0.84;3,00;170,00;4,00;0,00;0,00;support;low
9361;0.75;0.55;5,00;204,00;3,00;0,00;0,00;support;low
9360;0.97;0.54;3,00;271,00;3,00;0,00;0,00;support;medium
9359;0.75;0.49;4,00;246,00;3,00;0,00;0,00;support;low
9358;0.83;0.8;4,00;150,00;3,00;0,00;0,00;support;low
9357;0.77;0.61;4,00;181,00;2,00;0,00;0,00;support;low
9356;0.7;0.66;4,00;168,00;3,00;0,00;0,00;technical;low
9355;0.75;0.89;4,00;139,00;3,00;0,00;0,00;technical;low
9354;0.73;0.55;3,00;149,00;3,00;0,00;0,00;technical;low
9353;0.32;0.74;6,00;205,00;3,00;0,00;0,00;technical;low
9352;0.63;0.59;4,00;249,00;2,00;0,00;0,00;technical;low
9351;0.19;0.79;5,00;171,00;3,00;1,00;0,00;technical;low
9350;0.66;0.72;4,00;137,00;3,00;0,00;0,00;technical;low
9349;0.63;0.93;4,00;238,00;2,00;0,00;0,00;technical;low
9348;0.38;0.6;4,00;190,00;2,00;0,00;0,00;technical;low
9347;0.85;0.66;3,00;235,00;3,00;0,00;0,00;technical;low
9346;0.78;0.66;4,00;156,00;3,00;1,00;0,00;technical;low
9345;0.86;0.73;3,00;159,00;3,00;0,00;0,00;hr;medium
9344;0.99;0.92;5,00;213,00;2,00;0,00;0,00;hr;high
9343;0.92;0.76;4,00;258,00;2,00;0,00;0,00;hr;medium
9342;0.57;0.99;3,00;231,00;3,00;0,00;0,00;hr;low
9341;0.77;0.73;5,00;263,00;2,00;0,00;0,00;accounting;high
9340;0.96;0.76;4,00;152,00;3,00;1,00;0,00;accounting;low
9339;0.71;0.89;3,00;222,00;3,00;0,00;0,00;accounting;low
9338;0.61;0.59;3,00;157,00;2,00;0,00;0,00;sales;high
9337;0.97;0.66;4,00;218,00;3,00;0,00;0,00;sales;high
9336;0.69;0.84;3,00;154,00;2,00;0,00;0,00;sales;low
9335;0.79;0.49;4,00;163,00;3,00;0,00;0,00;sales;high
9334;1;0.85;4,00;156,00;3,00;0,00;0,00;sales;low
9333;0.72;0.64;4,00;140,00;2,00;0,00;0,00;sales;low
9332;0.81;0.97;4,00;212,00;2,00;0,00;0,00;sales;low
9331;0.89;0.68;4,00;146,00;3,00;0,00;0,00;sales;low
9330;0.71;0.5;3,00;201,00;2,00;0,00;0,00;sales;low
9329;0.29;0.57;5,00;149,00;3,00;0,00;0,00;sales;low
9328;0.95;0.77;4,00;213,00;3,00;1,00;0,00;sales;low
9327;0.47;0.7;4,00;134,00;3,00;0,00;0,00;sales;low
9326;0.55;0.54;5,00;168,00;2,00;0,00;0,00;sales;low
9325;0.57;0.66;4,00;158,00;2,00;0,00;0,00;sales;low
9324;1;0.89;3,00;189,00;3,00;0,00;0,00;sales;low
9323;0.7;0.74;3,00;212,00;3,00;0,00;0,00;sales;low
9322;0.72;0.7;4,00;217,00;3,00;0,00;0,00;sales;low
9321;0.83;0.62;4,00;218,00;3,00;0,00;0,00;sales;low
9320;0.89;0.96;5,00;260,00;3,00;0,00;0,00;sales;low
9319;0.82;0.51;5,00;232,00;3,00;0,00;0,00;marketing;medium
9318;0.79;0.98;4,00;185,00;2,00;0,00;0,00;marketing;medium
9317;0.77;0.65;3,00;187,00;3,00;0,00;0,00;marketing;low
9316;0.91;0.52;4,00;172,00;4,00;1,00;0,00;management;high
9315;0.74;0.95;5,00;170,00;4,00;0,00;0,00;technical;medium
9314;1;0.96;4,00;155,00;3,00;0,00;0,00;support;medium
9313;0.59;0.75;4,00;266,00;3,00;0,00;0,00;accounting;medium
9312;0.77;0.73;4,00;159,00;3,00;1,00;0,00;sales;medium
9311;0.81;0.52;3,00;162,00;3,00;0,00;0,00;marketing;medium
9310;0.5;0.74;3,00;155,00;3,00;0,00;0,00;RandD;medium
9309;0.97;0.58;3,00;200,00;2,00;0,00;0,00;RandD;medium
9308;0.68;0.44;5,00;165,00;3,00;0,00;0,00;RandD;medium
9307;0.67;0.93;5,00;254,00;3,00;1,00;0,00;RandD;medium
9306;0.54;0.55;4,00;252,00;3,00;0,00;0,00;RandD;medium
9305;0.51;0.69;3,00;135,00;3,00;0,00;0,00;IT;medium
9304;0.76;0.85;3,00;204,00;2,00;1,00;0,00;product_mng;medium
9303;0.76;0.8;3,00;202,00;3,00;0,00;0,00;product_mng;medium
9302;0.59;0.51;3,00;156,00;3,00;0,00;0,00;product_mng;medium
9301;0.91;0.79;4,00;166,00;3,00;0,00;0,00;product_mng;medium
9300;0.64;0.56;3,00;238,00;2,00;0,00;0,00;IT;medium
9299;0.58;0.49;3,00;135,00;2,00;0,00;0,00;IT;medium
9298;0.9;0.58;3,00;264,00;3,00;0,00;0,00;IT;medium
9297;0.72;0.79;4,00;154,00;3,00;0,00;0,00;IT;medium
9296;0.78;0.44;3,00;97,00;4,00;0,00;0,00;IT;medium
9295;0.35;0.47;4,00;151,00;6,00;0,00;0,00;management;medium
9294;0.67;0.71;4,00;159,00;2,00;1,00;0,00;technical;medium
9293;0.18;0.96;5,00;208,00;6,00;0,00;0,00;technical;medium
9292;0.57;0.65;4,00;265,00;3,00;0,00;0,00;technical;low
9291;0.77;0.4;4,00;207,00;5,00;0,00;0,00;support;low
9290;0.83;0.57;3,00;135,00;3,00;1,00;0,00;support;low
9289;0.94;0.63;5,00;261,00;3,00;0,00;0,00;support;low
9288;0.81;0.51;3,00;273,00;2,00;1,00;0,00;support;low
9287;0.98;0.56;3,00;139,00;2,00;1,00;0,00;support;low
9286;0.25;0.75;5,00;194,00;5,00;1,00;0,00;support;low
9285;0.57;0.74;3,00;257,00;2,00;0,00;0,00;support;low
9284;0.5;0.5;3,00;184,00;3,00;1,00;0,00;support;low
9283;0.12;0.9;3,00;200,00;3,00;0,00;0,00;support;low
9282;0.32;0.64;3,00;151,00;3,00;0,00;0,00;support;low
9281;0.93;0.73;4,00;156,00;2,00;0,00;0,00;support;low
9280;0.83;0.71;3,00;254,00;2,00;0,00;0,00;technical;low
9279;0.16;0.73;6,00;170,00;3,00;0,00;0,00;technical;low
9278;0.64;0.81;3,00;225,00;3,00;1,00;0,00;technical;low
9277;0.83;0.66;3,00;239,00;3,00;0,00;0,00;technical;low
9276;0.94;0.51;5,00;142,00;2,00;0,00;0,00;technical;low
9275;0.99;0.53;4,00;131,00;3,00;1,00;0,00;technical;low
9274;0.5;0.64;3,00;249,00;2,00;1,00;0,00;technical;low
9273;0.95;0.51;3,00;254,00;4,00;0,00;0,00;technical;medium
9272;0.77;0.87;4,00;209,00;3,00;0,00;0,00;technical;medium
9271;0.7;0.5;3,00;251,00;2,00;0,00;0,00;technical;medium
9270;0.68;0.74;3,00;227,00;2,00;0,00;0,00;technical;medium
9269;0.54;0.48;6,00;196,00;2,00;0,00;0,00;hr;medium
9268;0.57;0.69;4,00;255,00;3,00;0,00;0,00;hr;medium
9267;0.76;0.55;4,00;163,00;2,00;1,00;0,00;hr;medium
9266;0.49;0.57;4,00;146,00;4,00;0,00;0,00;hr;medium
9265;0.51;0.84;4,00;224,00;2,00;0,00;0,00;accounting;medium
9264;0.41;0.7;2,00;151,00;3,00;1,00;0,00;accounting;low
9263;0.85;0.53;3,00;226,00;2,00;0,00;0,00;accounting;low
9262;0.8;0.56;6,00;111,00;6,00;0,00;0,00;sales;low
9261;0.71;0.44;2,00;207,00;4,00;0,00;0,00;sales;low
9260;0.81;0.75;4,00;243,00;2,00;0,00;0,00;sales;low
9259;0.73;0.49;3,00;248,00;3,00;0,00;0,00;sales;low
9258;0.95;0.94;2,00;269,00;4,00;1,00;0,00;sales;low
9257;0.83;0.84;2,00;149,00;3,00;0,00;0,00;sales;low
9256;0.71;0.48;3,00;161,00;3,00;0,00;0,00;sales;low
9255;0.64;0.48;4,00;267,00;2,00;1,00;0,00;sales;low
9254;0.59;0.63;4,00;153,00;3,00;1,00;0,00;sales;low
9253;0.65;0.55;5,00;206,00;3,00;0,00;0,00;sales;low
9252;0.28;0.92;3,00;151,00;3,00;0,00;0,00;sales;low
9251;0.96;0.95;4,00;265,00;2,00;0,00;0,00;sales;low
9250;0.98;0.89;3,00;186,00;2,00;0,00;0,00;sales;low
9249;0.52;0.93;2,00;271,00;3,00;0,00;0,00;sales;low
9248;0.97;0.96;3,00;212,00;3,00;0,00;0,00;sales;low
9247;0.27;0.55;5,00;121,00;3,00;1,00;0,00;sales;low
9246;0.52;0.82;4,00;198,00;4,00;0,00;0,00;sales;low
9245;0.15;0.69;6,00;213,00;6,00;0,00;0,00;sales;low
9244;0.14;0.63;6,00;215,00;5,00;0,00;0,00;sales;low
9243;0.8;0.62;4,00;216,00;2,00;0,00;0,00;marketing;medium
9242;0.96;0.87;4,00;187,00;2,00;0,00;0,00;marketing;medium
9241;0.19;1,00;4,00;188,00;4,00;1,00;0,00;marketing;medium
9240;0.37;0.82;3,00;199,00;5,00;0,00;0,00;management;medium
9239;0.61;1,00;5,00;243,00;2,00;0,00;0,00;technical;medium
9238;0.64;0.69;5,00;114,00;6,00;0,00;0,00;support;medium
9237;0.77;0.53;5,00;256,00;3,00;0,00;0,00;accounting;medium
9236;0.99;0.81;4,00;229,00;2,00;1,00;0,00;sales;medium
9235;0.99;0.58;2,00;166,00;3,00;0,00;0,00;marketing;medium
9234;0.63;0.94;3,00;237,00;3,00;1,00;0,00;RandD;medium
9233;0.88;0.5;3,00;206,00;2,00;0,00;0,00;RandD;medium
9232;0.71;0.8;4,00;157,00;3,00;0,00;0,00;RandD;medium
9231;0.87;0.76;5,00;182,00;3,00;0,00;0,00;RandD;medium
9230;0.83;0.91;3,00;251,00;2,00;0,00;0,00;RandD;medium
9229;0.91;0.49;3,00;267,00;3,00;0,00;0,00;IT;medium
9228;0.17;0.81;5,00;280,00;4,00;0,00;0,00;product_mng;medium
9227;0.3;0.66;3,00;198,00;2,00;0,00;0,00;product_mng;medium
9226;0.57;0.98;3,00;171,00;3,00;0,00;0,00;product_mng;medium
9225;0.49;0.86;4,00;246,00;2,00;0,00;0,00;product_mng;medium
9224;0.68;0.55;6,00;181,00;3,00;0,00;0,00;IT;medium
9223;0.92;0.94;3,00;234,00;2,00;1,00;0,00;IT;medium
9222;0.92;0.82;4,00;96,00;4,00;0,00;0,00;IT;medium
9221;0.42;0.47;2,00;125,00;4,00;0,00;0,00;IT;medium
9220;0.24;0.6;2,00;194,00;6,00;0,00;0,00;IT;medium
9219;0.73;0.92;3,00;199,00;3,00;1,00;0,00;management;medium
9218;0.76;0.54;5,00;278,00;2,00;1,00;0,00;technical;medium
9217;0.92;0.63;5,00;156,00;3,00;0,00;0,00;technical;medium
9216;0.57;0.58;3,00;192,00;3,00;0,00;0,00;technical;medium
9215;0.94;0.78;4,00;211,00;3,00;0,00;0,00;support;medium
9214;0.74;0.58;4,00;193,00;3,00;0,00;0,00;support;medium
9213;0.15;0.59;5,00;209,00;4,00;1,00;0,00;support;medium
9212;0.64;0.61;3,00;263,00;3,00;0,00;0,00;support;low
9211;0.91;0.88;5,00;223,00;3,00;0,00;0,00;support;low
9210;0.84;0.46;5,00;118,00;3,00;0,00;0,00;support;low
9209;0.8;0.97;4,00;220,00;3,00;0,00;0,00;support;low
9208;0.77;0.71;5,00;141,00;3,00;0,00;0,00;support;low
9207;0.51;0.51;4,00;189,00;3,00;0,00;0,00;support;low
9206;0.92;0.57;3,00;191,00;3,00;0,00;0,00;support;low
9205;0.44;0.38;4,00;128,00;2,00;0,00;0,00;support;low
9204;0.24;0.74;6,00;106,00;5,00;0,00;0,00;technical;low
9203;0.63;0.51;3,00;126,00;6,00;0,00;0,00;technical;low
9202;1;0.89;4,00;152,00;3,00;0,00;0,00;technical;low
9201;0.96;0.72;3,00;197,00;3,00;0,00;0,00;technical;low
9200;0.72;0.71;3,00;132,00;2,00;1,00;0,00;technical;low
9199;0.91;0.9;3,00;169,00;3,00;0,00;0,00;technical;low
9198;0.21;0.65;3,00;183,00;3,00;0,00;0,00;technical;low
9197;0.72;0.57;2,00;248,00;2,00;0,00;0,00;technical;low
9196;0.69;0.89;2,00;220,00;3,00;0,00;0,00;technical;low
9195;0.7;0.77;4,00;266,00;2,00;0,00;0,00;technical;low
9194;0.66;0.54;2,00;136,00;2,00;0,00;0,00;technical;low
9193;0.4;0.42;3,00;146,00;2,00;1,00;0,00;hr;medium
9192;0.32;0.95;2,00;184,00;5,00;0,00;0,00;hr;medium
9191;0.55;0.59;3,00;231,00;4,00;0,00;0,00;hr;medium
9190;0.97;0.55;4,00;258,00;3,00;0,00;0,00;hr;medium
9189;0.67;0.55;3,00;246,00;3,00;0,00;0,00;accounting;medium
9188;0.9;0.55;4,00;211,00;3,00;0,00;0,00;accounting;medium
9187;0.74;0.67;4,00;148,00;3,00;0,00;0,00;accounting;medium
9186;0.72;0.83;4,00;181,00;3,00;0,00;0,00;sales;low
9185;0.95;0.97;4,00;203,00;2,00;0,00;0,00;sales;low
9184;0.77;0.84;4,00;196,00;3,00;0,00;0,00;sales;low
9183;0.76;0.99;5,00;252,00;3,00;1,00;0,00;sales;low
9182;0.54;0.53;3,00;184,00;3,00;0,00;0,00;sales;low
9181;0.48;0.96;4,00;224,00;2,00;1,00;0,00;sales;low
9180;0.84;0.58;4,00;180,00;2,00;0,00;0,00;sales;low
